note_id,last modification time,tags,Front,Front_alt,Back,Part of Speech,Sound,Sound Example Sentence,Image,Note,Sanskrit,Question,Spelling Hint
1622854789628,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,གློག་,,"electricity, power, light",n,[sound:glog.mp3][sound:190448686_180629_0937_37.mp3],[sound:glog ex.mp3],"""<img src=""""paste-a6d174f9a6ef5a8326a9fe9a0b2d10fe4d32c7c1.jpg"""">""", རྙེད་དཀའ་འཇིག་སླ་ནམ་མཁའི་གློག་དང་འདྲ། །<br>So hard to find yet like a flash of lightning it is easy to vanish;ཀློག་ to read,,,"electricity kills with a ka, reading is great with a ga"
1622896863599,1702725464,LRZTP LRZTP_18 LRZTP_Colloquial_Lesson_18 LRZTP_Module_2,དྲི་མ་,,smell,n,[sound:dri ma.mp3][sound:དྲི་མ།.mp3],[sound:dri ma ex.mp3][sound:ང་ཁ་ལག་གི་དྲི་མ་ཁག་དུས་གྲོད་ཁོག་ལྟོག་ག.mp3],,"བཞའ་ཚན་གྱི་དྲི་མ་ཡོད་ས་ལས་བསང་གི་དྲི་མ་ཡོད་སར་ཞེ་དྲགས་ཀྱི་སྐྱིད་པ་ཡོད་རེད།<br>Places that have the scent of <i>sang</i> (purifying   incense) are much more pleasant than places that have a damp smell. <br>ང་ཁ་ལག་གི་དྲི་མ་ཁ་དུས་གྲོད་ཁོག་ལྟོགས་ཀྱི་འདུག<br>When I smell the smell of food, I get hungry. (Lit. am hungry)<br>",,,
1622983756784,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,བཅིངས་པ་,,"to fasten, to bind, to put fetters   (ཐ་དད་པ་)",v,[sound:bcing ba.mp3][sound:190448644_180629_1017_30.mp3],,"""<img src=""""1cWW2CgtGnm6uhXLS-pB7PA.jpeg"""">""", འཁོར་བ་གང་གིས་བཅིངས་པ་ཤེས་པ་གཅེས། །<br>It's vital to know what chains us in cyclic existence.<br><br>ཡིད་ཀྱི་གླང་པོ་ལོག་འགྲོ་བ། །<br>དམིགས་པའི་ཀ་བ་བརྟན་པོ་ལ། །<br>དྲན་པའི་ཐག་པས་ངེས་བཅིངས་ནས། །<br>ཤེས་རབ་ལྕགས་ཀྱུས་རིམ་དབང་བྱ། །<br>The erring elephant of your mind<br>To the sturdy pillar of the object of meditation<br>Is securely bound by the rope of mindfulness<br>And is gradually controlled with the iron hook of intelligence.,,,
1623099216452,1702725489,LRZTP LRZTP_20 LRZTP_Colloquial__Lesson_20 LRZTP_Module_3,སྤྱོད་པ་,,"behaviour, conduct, way of conducting oneself",n,[sound:སྤྱོད་པ།-d49fc4b282e72f6ac4abda99b7898496d0d3e49e.mp3],[sound:བུ་འདི(འི་)སོད་པ་སྡུག་ཅག་ཡ-e4fe2129f9cd4c81401e794d31cb06b66a0027f4.mp3],"""<img src=""""18706204_G.jpg"""">""","སྤྱོད།&nbsp;as in: བེད་སྤྱོད་བྱེད་པ། = to use, གསང་སྤྱོད། = toilet (lit. secret conduct), སྤྱོད་འཇུག = Entering the Conduct of a Bodhisattva<br><br>བུ་འདི་འི་སྤྱོད་པ་སྡུག་ཅག་ཡོད་རེད། བྱས་ཙང་གཟབ་གཟབ་བྱེད་ཨ།<br>The behaviour of this boy is not good. Be careful.",,,
1623413786508,1702725280,LRZTP LRZTP_04 LRZTP_Colloquial_Lesson_4 LRZTP_Module_1,འཛམ་གླིང་,,"world, planet earth",n,[sound:182455981_180406_1011_00.mp3],,"""<img src=""""earth.jpg"""">""",the southern continent of the Jambu Continent,,,
1623415158691,1702725265,LRZTP LRZTP_03 LRZTP_Colloquial_Lesson_3 LRZTP_Module_1,རྒྱ་མཚོ་,,"ocean, sea",n,[sound:181864675_180401_0304_15.mp3],,"""<img src=""""images-363d68d381b493e171811993b622b4140599713e.jpg"""">""",,,,
1623503254923,1702725362,LRZTP LRZTP_10 LRZTP_Colloquial_Lesson_10 LRZTP_Module_1,ཉིན་མཚན་,,day and night,n,[sound:188307637_180603_0549_23.mp3],,"""<img src=""""paste-17387803aec1533c7c349058e8be94a5efcb38a1.jpg"""">""",,,,
1623725063734,1702725265,LRZTP LRZTP_03 LRZTP_Colloquial_Lesson_3 LRZTP_Module_1,དཔེར་ན་,,for example,p,[sound:181864712_180401_0308_56.mp3],,,,,,
1623804415193,1702725387,LRZTP LRZTP_12 LRZTP_Colloquial_Lesson_12 LRZTP_Module_2,ལོག་པ་,,"to return, to go / come back (ཐ་མི་དད་པ་)",v,[sound:189790754_180616_0440_56.mp3],,"""<img src=""""7vzea57n698a12emv7ei.png""""><img src=""""reverse-charge-notaio.d-ambrosio.jpg""""><img src=""""artsy-chicken-eggs-color-1556707-1200x565.jpg""""><br>""",,,,
1624986238974,1702725328,LRZTP LRZTP_07 LRZTP_Colloquial_Lesson_7 LRZTP_Module_1,བྱང་,,north,"n, adj",[sound:184734862_180427_1627_27.mp3],,,,,,
1630426705254,1702725387,LRZTP LRZTP_12 LRZTP_Colloquial_Lesson_12 LRZTP_Module_2,ཉེན་ཁ་,,"danger, risk",n,[sound:189790738_180616_0436_30.mp3],,"""<img src=""""paste-0183affa10d7623dda792864de3bd7febbdb4398.jpg""""><img src=""""paste-05a653a3c1939606ec2daa7052f396973431fc04.jpg"""">""", དེ་བརྗེད་ཡག་ཉེན་ཁ་ཡོད་རེད།་<br>There is a chance/risk/danger of forgetting it.,,,
1630427092102,1702725387,LRZTP LRZTP_12 LRZTP_Colloquial_Lesson_12 LRZTP_Module_2,ཡར་,,"upwards, up","adv, prep",[sound:189790783_180616_0447_24.mp3],,,,,,
1630427837443,1702725387,LRZTP LRZTP_12 LRZTP_Colloquial_Lesson_12 LRZTP_Module_2,མགྱོགས་པོ་,,"fast, quick // soon","adj, adv",[sound:189790761_180616_0443_22.mp3],,,,,,
1638296225946,1702725339,LRZTP LRZTP_08 LRZTP_Colloquial_Lesson_8 LRZTP_Module_1,ལྷག་མ་,,"left, left over",adj,[sound:185559257_180506_0240_05.mp3][sound:ལྷག་མ།.mp3],"""<span style=""""color: rgb(2, 2, 2);"""">[sound:མོག་མོག་ལྷག་པ་དེ་ཚོ་ང་ནང་ལ་འཁྱེར་འགྲོ་.mp3]</span>""",,"""ལྷགས་པ་ breeze, wind<br><br>&nbsp;མོག་མོག་ལྷག་མ་དེ་ཚོ་ང་ནང་ལ་འཁྱེར་འགྲོ་གི་ཡིན།<br>I’ll take the leftover momos home.<br><br>དཔྱད་ན་ལྷག་མ་མ་ལུས་པར་འཇིག་པར་འགྱུར་ལས་<br>when analyzed, because of falling apart completely&nbsp;(literally: dissolving without remainder )<br><br><span class="""""""">།སྔགས་པ་ཁྱིམ་པས་རྟགས་དང་ཆོ་ག་སྤང༌། །ལྷག་མ་རྣམས་ནི་ཉམས་སུ་བླང་བར་བྱ།<br></span>A householder practitioner of mantra should set aside, The signs and rituals and practice the rest.<br><br><span class="""""""">ལྷག་མ་དགུ་ཡང་གཞི་མ་གཏོགས་པ་སྲོག་གཅོད་པ་ལྟར་ལྕི་ཡང་ཤེས་པར་བྱ་<br></span>You should understand that the weight of the remaining nine [nonvirtuous actions] is similar to killing, except for the basis, ...<br><br> <font color=""""#000000""""><span class="""""""">།ཟག་པ་འབྲིང་ནི་གསུམ་ལ་བཤགས། །གཅིག་གི་མདུན་དུ་ལྷག་མ་རྣམས།<br></span>With regards to the middling defilements, one confesses in front of three [appropriate people]. The rest can be [confessed] in front of one [appropriate person].</font><br>""",,,
1639590669949,1702725362,LRZTP LRZTP_10 LRZTP_Colloquial_Lesson_10 LRZTP_Module_1,ད་རེས་,,"at present, nowadays",adv,[sound:188307674_180603_0551_04.mp3],,,རྣལ་འབྱོར་པ་ཆེན་པོའི་ཞལ་ནས། ད་རེས་ཕྱུགས་ལས་བྱེ་བྲག་འབྱེད་པའི་དུས་ཡིན་ནོ་གསུང༌།<br>The great yogi Chang-chup-rin-chen said: Now is the time to make ourselves different from domestic animals.,,,
1640486263949,1702725440,LRZTP LRZTP_16 LRZTP_Colloquial_Lesson_16 LRZTP_Module_2,གནོད་པ་,,to harm,v,[sound:gnod pa-368dda27570ebb2f857bbc40b91b60f33e35c417.mp3][sound:193719792_180823_0410_25.mp3],[sound:gnod pa ex-b0d52b18ef8fde56df389439fd0c654a237924df.mp3],"""<img alt=""""Blu-ray Review: Bugs Bunny – 80th Anniversary Collection – Blu-ray Downlow"""" src=""""bugs-bunny-screenshot.jpg"""">""",""" <font color=""""#000000"""">ཐ་མག་མང་པོ་འཐེན་ན་གློ་ལ་གནོད་ཀྱི་རེད།<br></font><font color=""""#000000""""><br></font>གསང་སྔགས་དང་རིག་སྔགས་ཀྱི་ཚིག །ཡམས་དང་གནོད་པ་དང་ནད་འགོ་བ་ཞི་བར་བྱེད་པ་སེམས་ཅན་གྱི་ལག་ན་འདུག་པ་མ་གྲུབ་པ་<br>Secret mantras and knowledge mantras that can cure epidemics, injuries, and infections but are not effective in the hands of living beings...<br><br>བཙེ་ to harm, to hurt<br><br>གནོད་སེམས་ malice, wanting to harm others<br><br>གནོད་བྱེད་ལ་ཇི་མི་སྙམ་པའི་བཟོད་པ་བསྐྱེད་པ་<br>Developing patience that disregards harm done to you<br><br>དངོས་དང་བརྒྱུད་པ་གང་གིས་གནོད་པ་ལ་བརྟགས་ན་མི་རིགས་པ་<br>On analysis of whether the harm is direct or indirect, anger is unjustified<br>""",,,
1649275340941,1702725254,LRZTP LRZTP_02 LRZTP_Colloquial_Lesson_2 LRZTP_Module_1,སྒོ་,,"door, gate",n,[sound:180878423_180323_0712_21.mp3],,"""<img src=""""paste-58f80ff1d43226d59c97faf2057316df37d1eb9e.jpg""""><img src=""""paste-0e5c3b7b54de4485013d0e76c769983b7ec328f6.jpg""""><img src=""""paste-2d2ddd4e3d9dea69c0004b9250f6dc64ff1922b4.jpg"""">""","""འགོ head<br><span style=""""color:#6767ce""""><br>མ་འོངས་པ།</span> བསྒོ། <span style=""""color:#6767ce"""">ད་ལྟ་བ།</span> སྒོ། <span style=""""color:#6767ce"""">འདས་པ།</span> བསྒོས། <span style=""""color:#6767ce"""">སྐུལ་ཚིག</span> སྒོས། &lt;- as verb<br><br>ཞི་གནས་ཀྱི་སྒོ་ནས་སེམས་ལས་སུ་རུང་བ་བརྙེས་ཤིང༌།<br>His mind became servicable by means of meditative serenity.<br><br>ཁྱེད་ལ་བསྒོ་ཞིང་ཁོང་དུ་ཆུད་པར་བྱ། །<br>I instruct you and you should understand.<br><br>དེ་ལྟ་ནའང་ངན་འགྲོའི་རྒྱུ་སྔར་བསགས་འདག་ངེས་སུ་སྦྱོང་ཞིང༌། གསར་དུ་འཇུག་པའི་སྒོ་སྡོམ་པར་བྱེད་ན་བདེ་འགྲོ་མི་དཀོན་ནའང་དེ་ལྟ་བུ་ནི་ཤིནཏུ་དཀོན་ནོ། །<br>Still, if you completely clear away previously accumulated cauases of miserable rebirths and restrain yourself from engaging in these causes again, you are assured of a happy rebirth. However, doing this is extremely rare.<br><br>སྒོ་སྣ་ཚོགས་ནས་བསམས་ན་བློའི་འཁུལ་ཆེ་བས་སྔར་བཤད་པ་ལྟར་བསམས་ལ།<br>If you reflect on this human life of leisure and opportunity from many perspectives, you will greatly affect your mind. Therefore, contemplate as instructed above.<br><br>གནས་སྐབས་དང་མཐར་ཐུག་གི་སྒོ་ནས་དོན་ཆེ་ལུགས་དང་རྒྱུ་དང་འབྲས་བུའི་སྒོ་ནས་རྙེད་དཀའ་ཚུལ་དུ་བསྡུས་ཏེ་<br>how it is important in terms of temporary and final goals and how it is difficult to obtain in terms of its causes and effects.<br><br>དེ་ལ་རྒྱུའི་སྒོ་ནས་རྙེད་དཀའ་བ་ནི།<br>With respect to how it is difficult to obtain a human life of leisure and opportunity in terms of the causes, consider the following.""",,,
1655402236211,1702725339,LRZTP LRZTP_08 LRZTP_Colloquial_Lesson_8 LRZTP_Module_1,བྲོ་བ་,,"taste, flavour",n,[sound:185559209_180506_0238_39.mp3],,"""<img src=""""paste-633467f078091673655966721bb12583d2b06016.jpg""""><br><img src=""""paste-1138f09b07084f9e4c3f5ab1ce8e16415e07997e.jpg"""">""","""༡༽ ལྕེ་ཡིས་མྱོང་བར་བྱ་བའི་རོ།<br>Taste or flavor that is experienced with the tongue.<br> <span style=""""color: darkgray; font-weight: bold"""">དཔེར་ན།</span> ཟས་ཀྱི་བྲོ་བ་ཞིམ་པ། ལྕེ་ཡིས་བྲོ་བ་མྱོང་བ་ལྟ་བུ།<br>For example: The great-tasting food; The experience of tasting with the tongue.<br>༢༽ གང་ཞིག་མྱོང་བར་འདོད་པ།<br>To tend toward some experience.<br> <span style=""""color: darkgray; font-weight: bold"""">དཔེར་ན།</span> གཉིད་བྲོ་བ། དགོད་བྲོ་བ། ངུ་བྲོ་བ་ལྟ་བུ།<br>Such as: sleepy, funny, depressing.<br>༣༽ དྲི་མ་ཁ་བའི་དོན།<br>Smell [is the meaning].<br>དྲི་ཞིམ་བྲོ་བ། དྲི་ངན་བྲོ་བ་ལྟ་བུ།<br>Like: a pleasant smell; a bad smell.<br>༤༽ ཞབས་བྲོ་འཁྲབ་མཁན།<br>Dancer<br> <span style=""""color: darkgray; font-weight: bold"""">དཔེར་ན།</span> བྲོ་བ་མང་པོ་ཕེབས་ནས་ཞབས་བྲོ་འཁྲབས་པ་ལྟ་བུ།<br>Many dancers having arrived, they danced.<br>༥༽&nbsp;<span style=""""color:#6767ce"""">མངོན་བརྗོད།</span> གྲངས་ཀ་དྲུག་སྟེ།<br>Synonyms: all six senses.<br>མངར་བ། སྐྱུར་བ། ཁ་བ། བསྐ་བ། ཚ་བ། ལན་ཚྭ་སྟེ་བྲོ་བ་དྲུག་ཡོད་པས་སོ། །<br>Because the six are: sweet, sour, bitter, astringent, hot (pungent, burning), and salty.""",,,
1658365931602,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,གྱོན་ཆས་,དུག་སློག་,"clothes, clothing",n,[sound:gyon chas.mp3][sound:190448590_180629_1002_10.mp3],[sound:gyon chas ex.mp3],"""<img src=""""paste-9ea084b73bcd420fc607a7357328c032e5894bb2.jpg"""">""",ངའི་གྱོན་ཆས་དེ་ཚོ་གཙང་མ་བཀྲུས་རོགས་གནང་།,,,
1658366704496,1702725280,LRZTP LRZTP_04 LRZTP_Colloquial_Lesson_4 LRZTP_Module_1,དགའ་རོགས་,,"boyfriend, girlfriend",n,[sound:182455974_180406_1010_10.mp3],,"""<img src=""""paste-0ca245c366900b188c9490d4a80518a9ff795bc1.jpg"""">""",དགའ་རོགས་འཚོལ་བ།<br>Search for a girlfriend or boyfriend.<br>དགའ་རོགས་གཡུག་པ་<br>To break up with a gf or bf.<br>དགའ་རོགས་བརྗེ་བ་<br>To change gf or bf.<br>དགའ་རོགས་རག་པ་<br>To get a gf or bf.,,,
1659208359983,1702725254,LRZTP LRZTP_02 LRZTP_Colloquial_Lesson_2 LRZTP_Module_1,སློབ་ཚན་,,lesson,n,[sound:180878413_180323_0657_37.mp3],,"""<img src=""""paste-c62e0ad90347b1314574fa847be9f7487a11c3fa.jpg"""">""",སློབ་ཚན་བར་གསེང་སྐབས་ཕྱི་ལ་འཆམ་འཆམ་འགྲོ།<br>Go for a stroll outside in the break in class.,,,
1659208588779,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,སྡོད་ས་,,"place to stay, home, house",n,[sound:sdod sa.mp3][sound:190448669_180629_0927_23.mp3],[sound:sdod sa ex.mp3],"""<img src=""""paste-858356d76c820f96ffd9c4d609d5561e4a7edbf4.jpg""""><img src=""""paste-c2bb03822baf1d547e2f0ddd7c0552ec45900b9d.jpg"""">""","ཁྱེད་རང་གི་སྡོད་ས་དེ་སྐྱིད་པོ་འདུག་གས<br><br>སྡོད་ས་གཏན་འཁེལ་མེད་པས་ལོ་ཤས་རིང་ཕྱི་ལ་འཁྱམས།<br>Because she did not settle in a residence, for some years she wandered outside.<br>ལོ་ཤས་རིང་&nbsp; for some years<br>གཏན་འཁེལ་&nbsp; resident, abode",,,
1659414052637,1702725339,LRZTP LRZTP_08 LRZTP_Colloquial_Lesson_8 LRZTP_Module_1,ཧ་ཡང་,,"pot, pan",n,[sound:185559223_180506_0242_26.mp3],,"""<img src=""""paste-c2b5552bd7f8e20cc98eea69f16a5b25b5a5d963.jpg"""">""","ལྕགས་རིགས་ཧ་ཅང་ཡང་བ་ཞིག་དང་དེས་བཟོས་པའི་སྣོད་ཆས།<br>A type of very light metal, and a cooking vessel made from that.",,,
1659414215855,1702725295,LRZTP LRZTP_05 LRZTP_Colloquial_Lesson_5 LRZTP_Module_1,ཇ་དམ་,,thermos,n,[sound:183176647_180416_1229_45.mp3],,"""<img src=""""paste-69f4b76e552be05fc61cec95c2ab9afd267ecb45.jpg"""">""",ཇ་སྣོད་ཤེལ་དམ།A bottle or jar that is a container for tea.ཤེལ་ glass<br>,,,
1659414239747,1702725339,LRZTP LRZTP_08 LRZTP_Colloquial_Lesson_8 LRZTP_Module_1,ཕོར་པ་,,bowl,n,[sound:185559218_180506_0239_27.mp3],,"""<img src=""""paste-3cdc486a44b1140d5228e795d35c49e377a7c7de.jpg"""">""",,,,
1659706320052,1702725362,LRZTP LRZTP_10 LRZTP_Colloquial_Lesson_10 LRZTP_Module_1,མི་རབས་,,generation,n,[sound:188307649_180603_0550_34.mp3],,"""<img src=""""paste-06ca29641ad4b3d07b682e45b6d55ca184439b09.jpg"""">""","ད་ལྟའི་གོང་གི་མི་རབས་གཉིས་ཙམ་མ་གཏོགས་དེའི་གོང་དུ་མི་བརྒྱུད་ནས་གྲོང་གསེབ་དེའི་ཕྱི་བྱ་ནང་སོའི་གོ་གནས་བཟུང་འདུག<br>Except for the last two generations, a member of my family has always been the headman of our village, with the title Chi-ja Nang-so.<br>གོང་དུ་ above, earlier<br>གོ་གནས་ position, rank, status<br><br>",,,
1659967925747,1702725425,LRZTP LRZTP_15 LRZTP_Colloquial_Lesson_15 LRZTP_Module_2,འགོ་འཁྲིད་,,"boss, leader, head",n,[sound:'go 'khrid.mp3][sound:190947097_180702_0630_12.mp3][sound:འགོ་འཁྲིད།-97bf67303610bd54f8026c2e97ad3707ba7d651d.mp3],[sound:'go 'khrid ex.mp3][sound:བཀྲ་ཤིས་ལགས་ང་ཚོའི་འགོ་འ-49787d7a93fe3b4e41b8a1c07cda5bab35229e1a.mp3],"""<img src=""""paste-f6492fd19631f1beae20769f7a97e3ff63b7809e.jpg"""">""","<div><div>འགོ་ head, top, beginning; འཁྲིད་པ་ to lead, guide as in ལམ་འཁྲིད་པ་</div></div>བཀྲ་ཤིས་ལགས་ང་ཚོའི་འགོ་འཁྲིད་ཅིག་རེད།<br>",,,
1659968363530,1702725464,LRZTP LRZTP_18 LRZTP_Colloquial_Lesson_18 LRZTP_Module_2,དམིགས་བསལ་,དམིགས་གསལ།,"special, extraordinary, unusual",adj,[sound:dmigs bsal.mp3],[sound:dmigs bsal ex.mp3],,   རྒྱ་ནག་ནས་ཕེབས་མཁན་ཚོ་ལ་༸གོང་ས་མཆོག་གིས་དམིགས་བསལ་གྱིས་མཇལ་ཁ་གནང་སོང་།<br>H.H. the Dalai Lama held a special audience for people   who came from China.   ,,,
1660080953962,1702725375,LRZTP LRZTP_11 LRZTP_Colloquial_Lesson_11 LRZTP_Module_2,ཞོན་པ་,,"to ride (a vehicle, a horse)   (ཐ་དད་པ་)",v,[sound:189171411_180610_0433_48.mp3],,"""<img src=""""paste-0e45be26ce5d5f6102f28ea1d4f81019249643dd.jpg"""">""",ལྷག་པར་རྟ་ལ་དགའ་པོ་ཡོད་སྟབས་རྟ་དྲེལ་མང་པོ་ཞོན་གྱི་རེད།<br>He was especially fond of horses and used to ride a great deal.,,,
1660874993698,1702725362,LRZTP LRZTP_10 LRZTP_Colloquial_Lesson_10 LRZTP_Module_1,སྐར་མ་,,minute // star,n,[sound:188307619_180603_0546_53.mp3],,,"རྗེས་སུ་མཆོད་སྡོང་གི་བྱང་ཤར་ཀ་རིང་གི་ལྡེབས་ལ་གློ་བུར་དུ་སྐར་མ་འདྲ་བའི་ཀར་ཤ་ཞིག་སྐྱེས་པ་སོགས་ཁུངས་སྐྱེལ་གཞན་དག་དང་བཅས་པས་ཡང་སྲིད་གང་དུ་འཁྲུངས་ཡོད་མེད་ཀྱི་རྟགས་མཚན་དུ་བྱུང་ཚོད།<br>And on a wooden pillar on the northeastern side of the shrine&nbsp;where the body sat, a great star-shaped fungus suddenly ap­peared. All this and other evidence indicated the direction&nbsp;where the new Dalai Lama should be sought.",,,
1662482366914,1702725425,LRZTP LRZTP_15 LRZTP_Colloquial_Lesson_15 LRZTP_Module_2,ཞབས་ཕྱི་,,"servant, attendant (esp. attendant of Rinpoche or teacher)",n,[sound:zhabs phyi.mp3][sound:190947095_180702_0630_03.mp3],[sound:zhabs phyi ex.mp3],"""<img alt=""""Rinpoches, tulkus and many devotees paid respect to Rinpoche's Kudung - www. rinpoche.com"""" src=""""paste-4f8e16a925d58eaba6a2cc08ab138cb2da79a13c.jpg"""">""","""ཞབས་ཕྱི་ངོ་མ་དེའི་མིང་ལ་ཨ་མདོ་སྐལ་བཟང་ཟེར་བ་རེད་ཅེས་ལབ་པ་བ<br>""""The real servant is Amdo Kelsang,"""" [the boy] said.<br><br>གཡོག་པོ་&nbsp; servent (not honorific)""",,,
1662482728936,1702725476,LRZTP LRZTP_19 LRZTP_Colloquial__Lesson_19 LRZTP_Module_3,ཉིན་གང་,,"the whole day, all day long",adv,,,,"བླ་མ་དེས་ཉིན་གང་ཕྲུག་གུ་མ་ཉལ་བར་དུ་དོ་སྣང་ཆེན་པོས་བལྟས་ཏེ་<br>All day until it was time for the boy to go to bed, the lama watched the boy with great interest.",,,
1662567178870,1702725440,LRZTP LRZTP_16 LRZTP_Colloquial_Lesson_16 LRZTP_Module_2,རྨ་,,"wound, sore, injury",n,[sound:rma.mp3][sound:193719772_180823_0413_52.mp3],[sound:rma ex.mp3],"""<img src=""""paste-9fa216c573fc472c9fe4961d3e3bc9e36156478f.jpg"""">""",""" <font color=""""#000000"""">ཕྲུ་གུ་ཆུང་ཆུང་དེ་ཚོ་ལ་རྨ་མང་པོ་བཟོ་གི་འདུག</font><font color=""""#000000""""><br></font>རྗེ་རིན་པོ་ཆེ་སྐུ་ན་གཞོན་པའི་ཐོག་དེ་སྔ་ཞབས་ཐང་མང་པོ་ཕེབས་མྱོང་མེད་པས། ཞབས་མཐིལ་ལ་རྨ་ཐོན་པ་དང་། ཞབས་སྐྲང་བ།<br>Because Je Rinpoche was young, and on top of that, he did not have a lot of experience walking, the soles of his feet became injured and feet swelled<br>""",,,
1663867622492,1702725387,LRZTP LRZTP_12 LRZTP_Colloquial_Lesson_12 LRZTP_Module_2,ཐད་ཀར་,ཤར་རྒྱག ཁ་ཐུག་,"straight, direct, directly","adj, adv",[sound:189790765_180616_0443_43.mp3],,"""<img src=""""paste-ed86f2e72fe1fa72678b4a7fc85140b24e404f9e.jpg"""">""","ཐད་ཀ་ straight, direct<br><br>བཚོན་འགྲུས་སེ་ངྒེ་སྐྱིད་ཆུའི་གྲུ་ཁར་འབྱོར་བ་དང་། བསམ་བློ་གང་ཡང་མ་བཏང་བར། ཐད་ཀར་སྐུ་དྲག་འགའ་ཤས་ཡོད་པའི་གྲུ་ནང་དུ་བཞུགས་པས།<br>Tsondru Senge arrived at the dock, and without thinking, directly entered the boat where some nobles already were. Because of this, ...",,,
1669148392569,1702725453,LRZTP LRZTP_17 LRZTP_Colloquial_Lesson_17 LRZTP_Module_2,ལུག,,sheep,n,[sound:lug.mp3][sound:ལུག-a28fa1b54e661063acc336d9a45d58afe89b7d5a.mp3][sound:ལུག་-42117c0cfc15caaa4e97d39caab1e28ac34169ca.mp3],[sound:lug ex.mp3][sound:ང་ཚོའི་འཛིན་ཁང་གི་ནང་ལ་ལ-9d51dc145cf148917b2ed63c38c6b9e71ba2ca20.mp3][sound:ལུག་དེ་ཚོའྱི་བལ་འཇམ་པོ་ཞེ་དྲགས་ཡོད་རེད.mp3],"""<img src=""""paste-bac5b6e980e090829eefe0d46de85e085a1aa66b.jpg"""">""","(ལུག་ as in: ར་མ་ལུག་ = neither goat nor sheep)<br><br>ལུག་དེ་ཚོའི་བལ་འཇམ་པོ་ཞེ་དྲགས་ཡོད་རེད།<br><br>ལུག་ནི་མི་ལ་ཕན་ཐོགས་ཤོས་ཀྱི་སེམས་ཅན་ཉམ་ཆུང་ཞིག་རེད།<br>Sheep are one of the meekest, most beneficial animals for people.&nbsp;",,,
1669148437201,1702725453,LRZTP LRZTP_17 LRZTP_Colloquial_Lesson_17 LRZTP_Module_2,བྱ་རྒོད་,,vulture,n,[sound:bya rgod.mp3][sound:བྱ་རོད་-4b0f032bf8c28639a7d3739840aea94f75cb583a.mp3],[sound:bya rgod ex.mp3][sound:སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཀྱ-671b7934ab784a436976e02428896ed1a098a24e.mp3],"""<img src=""""paste-014f22638c5ea48f2c7e869c02e33059884a78a8.jpg"""">""","<b><u>བྱ།</u></b>&nbsp;= bird;&nbsp;<b><u>རྒོད།</u></b>&nbsp;= wild, as in:&nbsp;<b><u>བྱིང་རྒོད།</u></b>&nbsp;dullness and distraction.<br><br>བྱ་རྒོད་ཀྱི་མཆུ་ཏོ་དང་སྡེར་མོ་ཁབ་ལས་རྣོ་བ་ཡོད་རེད། <br>A vulture’s beak and talons are sharper than a needle.&nbsp;<br><br>སངས་རྒྱས་བཅོམ་ལྡན་འདས་ཀྱིས་བྱ་རྒོད་ཕུང་པོའི་རི་ལ་ཤེས་རབ་སྙིང་པོ་གསུངས་པ་རེད།<br>The Buddha, the Conqueror, taught the Heart Sutra on the Vulture Peak.<br>",,,
1669148760351,1702725254,LRZTP LRZTP_02 LRZTP_Colloquial_Lesson_2 LRZTP_Module_1,པར་,,picture,n,[sound:180878428_180323_0716_26.mp3],,"""<img src=""""paste-1f74007a9321165beead7acc0261815db2c1a2b5.jpg"""">""",རི་མོ་ drawing<br><br>ཕ་ཀིར་པར་ཅིག་འདུག<br>There's a photo over there.<br>ཕ་གི་ངའི་པར་རེད།<br>It's a photo of me.<br>པར་གཞན་དག་ཡོད་པས།<br>How you got any other photos?,,,
1669148796500,1702725265,LRZTP LRZTP_03 LRZTP_Colloquial_Lesson_3 LRZTP_Module_1,པར་ཆས་,,camera,n,[sound:181864689_180401_0306_29.mp3],,"""<img src=""""paste-533b91979c5c1e33a3cb51e4dfb71003c7a2a23e.jpg""""><img src=""""paste-a4afbe488b2c2cadb0bc0ddce4741de19f600483.jpg"""">""",༡༽ འདྲ་པར་རྒྱག་བྱེད་ཀྱི་འཕྲུལ་ཆས་ཤིག<br>༢༽ དཔེ་ཆ་པར་རྒྱག་བྱེད་ཀྱི་འཕྲུལ་ཆས་སམ་ཡོ་བྱད།,,,
1669162750045,1702725265,LRZTP LRZTP_03 LRZTP_Colloquial_Lesson_3 LRZTP_Module_1,གླིང་ག་,,"park, garden, green area",n,[sound:181864678_180401_0304_37.mp3],,"""<img src=""""paste-327a3b22080a69f605561c5c38f6ff16d6c193a8.jpg"""">""",,,,
1669162768097,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,འབུ་,,"insect, bug, maggot, worm",n,[sound:'bu.mp3][sound:190448700_180629_0956_53.mp3],[sound:'bu ex.mp3],"""<img src=""""paste-e3a92d90779b1dc0e54650aba0ac39810a59e3b4.jpg"""" width=""""532"""">""",,,,
