note_id,last modification time,tags,Front,Front_alt,Back,Part of Speech,Sound,Sound Example Sentence,Image,Note,Sanskrit,Question,Spelling Hint
1684192971491,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ཚོམས་ཆེན་,,"reception hall, assembly hall, living room",n,[sound:tshoms chen.mp3][sound:190448687_180629_0937_44.mp3],[sound:tshoms chen ex.mp3],"""<img alt=""""Interior, assembly hall, town hall, Ravensburg, Baden-Wuerttemberg,  Germany, Europe, Stock Photo, Picture And Rights Managed Image. Pic.  IBR-1609641 | agefotostock"""" src=""""paste-e5bfd50d66b1b3d1a6f099282e74396d83e25cda.jpg""""><img alt=""""Living room ideas for any style, taste and home - IKEA"""" src=""""paste-dc016482449ddf7745deedfcf5a2e05b584b1f1b.jpg"""">""",,,,
1684192971492,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,འཁྲུས་ཁང་་,,washroom,n,[sound:'khrus khang.mp3][sound:190448688_180629_0937_52.mp3],[sound:'khrus khang ex.mp3],"""<img alt=""""bathroom washroom restroom and toilet difference know about the basic of  these in home or office बाथरूम..वॉशरूम..रेस्ट रूम और टॉयलेट में क्या अंतर  होता है, जान लीजिए काम आएगा"""" src=""""paste-596079fcc8695a686b13e95ea6aa4354a6965133.jpg"""">""","""འཁྲུས། is past tense of འཁྲུ།&nbsp;བྱ་བྱེད་ཐ་མི་དད་པ།<br>འཁྲུད། is the ཐ་དད་པ་ version<br><br><span style=""""color:#6767ce"""">མ་འོངས་པ།</span> འཁྲུ། <span style=""""color:#6767ce"""">ད་ལྟ་བ།</span> འཁྲུ། <span style=""""color:#6767ce"""">འདས་པ།</span> འཁྲུས།""",,,
1684192971493,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ཆབ་ཁང་,,toilet (H),n,[sound:chab gsang.mp3][sound:190448689_180629_0937_59.mp3],[sound:chab gsang ex.mp3],"""<img alt=""""New York's Guggenheim Museum unveils gold toilet: Here are few other we  know about | Life-style News - The Indian Express"""" src=""""paste-eae32d4ad4292abe677477df1974f26549d67329.jpg"""">""",,,,
1684192971494,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,གསང་སྤྱོད་,,"lavatory, toilet, bathroom, washroom, restroom (not polite)",n,[sound:gsang spyod.mp3][sound:190448690_180629_0938_06.mp3],[sound:gsang spyod ex.mp3],"""<img src=""""paste-4b8e48e54fc8f86b747a779b90c43a9b6bfd8d38.jpg"""">""",ང་གསང་སྤྱོད་ལ་འགྲོ་གི་ཡིན།,,,
1684192971495,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ཐོག་བརྩེགས་,,"floor, storey (first, second, etc)",n,[sound:190448691_180629_0938_27.mp3],[sound:thog brtegs ex.mp3],"""<img src=""""paste-538efa3bad5030187d866a800d37da350259a305.jpg"""">""",,,,
1684192971496,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ས་མཐིལ་,ཞ་ལ་,floor,n,[sound:sa mthil.mp3][sound:190448692_180629_0938_56.mp3],[sound:sa mthil ex.mp3],"""<img alt=""""Types of Concrete Floors — Durable. Modern. Seamless."""" src=""""paste-431b2bb8393d836a40dd3887a043b6215f1cc292.jpg"""">""",,,,
1684192971497,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ལྡུམ་རྭ་,,garden,n,[sound:sdum rwa.mp3][sound:190448693_180629_0939_03.mp3],[sound:sdum rwa ex.mp3],"""<img alt=""""Vegetable Gardens All you Need to Know"""" src=""""paste-a8d641045de4f5ad336a0e2089a1f3af13f45a9b.jpg"""">""",,,,
1684192971498,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,སྐས་འཛེགས་,,stairs,n,[sound:skas 'dzegs.mp3][sound:190448694_180629_0956_07.mp3],[sound:skas 'dzegs ex.mp3],"""<img alt=""""Inside M.C. Escher's Mind-Bending, Complicated Relationship with  Architecture | Architectural Digest"""" src=""""paste-68d022c43086cb2a08ebdb9237497ff4d43ed001.jpg"""">""",ངའི་ཤག་ལ་འགྲོ་ན་རྡོ་སྐས་མང་པོ་འཛེགས་དགོས་རེད།,,,
1684192971499,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,རྒྱལ་སྒོ་,,"main door, main entrance",n,[sound:190448695_180629_0956_12.mp3],,,,,,
1684192971500,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,སྒོ་ལྕགས་,,"lock, padlock",n,[sound:sgo lcags.mp3][sound:190448696_180629_0956_19.mp3],[sound:sgo lcags ex.mp3],"""<img alt=""""KJ With Key 20mm China Pad Locks, Brass"""" src=""""paste-7255e8c2100c04d66ce987a53ca757c03944ce1f.jpg"""">""",ཁང་པ་ལ་སྒོ་ལྕགས་རྒྱག་དགོས་རེད།,,,
1684192971501,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,མཐུན་རྐྱེན་,,facilities,n,[sound:mthun rkyen.mp3][sound:190448697_180629_0956_24.mp3],[sound:mthun rkyen ex.mp3],"""<img alt=""""Premium Vector | Power heat and water vector icons gas electricity water  utilities communal facilities signs"""" src=""""paste-f53774ac644a15dd4cb71905177244d246c808f3.jpg"""">""",མགྲོན་ཁང་ཁ་ཤས་ཀྱི་མཐུན་རྐྱེན་ཡག་པོ་མི་འདུག,,,
1684192971502,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,བརྙན་འཕྲིན་,,television,n,[sound:brnyan 'phrin.mp3][sound:190448698_180629_0956_29.mp3],[sound:brnyan 'phrin ex.mp3],"""<img alt=""""Television Photos, Download The BEST Free Television Stock Photos &amp; HD  Images"""" src=""""paste-40e7f7fdc07bda5e5f07720a6d9fde4dc758d6eb.jpg"""">""",ང་བརྙན་འཕྲིན་ལྟ་ཡག་ལ་དགའ་པོ་ཡོད།,,,
1684192971503,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,རླུང་འཕྲིན་,,radio,n,[sound:rlung 'phrin.mp3][sound:190448699_180629_0956_39.mp3],[sound:rlung 'phrin ex.mp3],"""<img alt=""""An Old Retro-style Radio From The 1950's Isolated On White Background.  Stock Photo, Picture And Royalty Free Image. Image 52241894."""" src=""""paste-688931a76ccf26f812bc35377590237312107d8c.jpg"""">""",,,,
1684192971504,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ཐལ་བ་,,dust,n,[sound:190448701_180629_1000_26.mp3],,"""<img alt=""""Dust Bowl: Causes, Definition &amp; Years | HISTORY"""" src=""""paste-2bfcd9d38f9eeaf9d8eb9fafb29c4aa61e0b0b4c.jpg"""">""",,,,
1684192971505,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ཁང་པ་གླ་བ་,,"to rent an apartment, house (as tenant)   (ཐ་དད་པ་)",v,[sound:khang pa gla ba.mp3][sound:190448702_180629_1000_33.mp3],[sound:khang pa gla ba ex.mp3],"""<img src=""""paste-27abdaee9a21b60644fa6d52c4a24e6296c79169.jpg"""">""",ངས་གསུང་ཆོས་སྐབས་ལ་McLeod་ལ་ཁང་པ་གླས་པ་ཡིན།,,,
1684192971506,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ཁང་གླ་གཏོང་བ་,,"to rent / let out an apartment, house (as landlord)   (ཐ་དད་པ་)",v,[sound:khang bla gtong ba.mp3][sound:190448703_180629_1000_37.mp3],[sound:khang bla gtong ba ex.mp3],"""<img alt=""""Renting: What You Need to Know to Rent a Home or Apartment"""" src=""""paste-c24fa0d8157178c5a1aeb46810fcd5372ccea86e.jpg"""">""",ཁང་བདག་གིས་ང་ལ་ཁང་པ་ཅིག་ཁང་གླ་བཏང་པ་རེད།,,,
1684192971507,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,གནས་ཚང་གཡར་བ་,,"to find lodging, to give lodging   (ཐ་དད་པ་)",v,[sound:190448704_180629_1000_47.mp3][sound:gnas tshang gyar ba.mp3],[sound:gnas tshang gyar ba ex.mp3],,ཨ་ཅག་ལགས་ཉིན་མ་གཅིག་གི་རིང་ང་ལ་གནས་ཚང་གཡར་རོགས་གནང་།,,,
1684192971508,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,གཙང་མ་བཟོ་བ་,,"to clean, to make clean   (ཐ་དད་པ་)",v,[sound:gtsang ma.mp3][sound:190448705_180629_1000_52.mp3],[sound:gtsang ma ex.mp3],"""<img alt=""""5 House Cleaning Tips for Men | The Maids | Blogs"""" src=""""paste-f3f4635eff4263d7163e5d2e0049d34c25b10ee5.jpg"""">""",ང་གཙང་མ་བཟོ་ཡག་ལ་དགའ་པོ་ཡོད།,,,
1684192971509,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ཕྱགས་མ་རྒྱག་པ་,གད་རྒྱག་པ་,"to sweep, to use a broom   (ཐ་དད་པ་)",v,[sound:phyag ma rgyag pa.mp3][sound:190448706_180629_1000_58.mp3][sound:ཕྱགས་མ་རྒྱག་པ།-007796182cfbb396e571d9cd0cf74553d27effcb.mp3],[sound:phyag ma rgyag pa ex.mp3][sound:འཛིན་ཁང་ལ་ཡིན་གཅིག་མིན་ག-a936fefee8b2303eaac8f9b18cc32844f1248668.mp3],"""<img src=""""paste-6882a64cf9a6502bda13f9799adb2a7f1cf458e2.jpg"""">""",འཛིན་ཁང་ལ་ཡིན་གཅིག་མིན་གཅིག་ཕྱགས་མ་རྒྱག་དགོས་རེད།<br>One should really sweep the classroom.,,,
1684192971510,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ཕྱིས་པ་,,"to erase, to sweep away, to clean up   (ཐ་དད་པ་)",v,[sound:phyis pa.mp3][sound:190448707_180629_1001_18.mp3],[sound:phyis pa ex.mp3],"""<img alt=""""How to Clean a Chalkboard Without an Eraser"""" src=""""paste-e5e35876a468fdf96874e5025d477de7ebd5c05e.jpg"""">""",ངས་ནག་པང་དེ་རས་ཀྱི་ཕྱིས་པ་ཡིན།,,,
1684192971511,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,གློག་སྤར་བ་,,to turn on the light   (ཐ་དད་པ་),v,[sound:glog spar ba.mp3][sound:190448708_180629_1001_22.mp3],[sound:glog spar ba ex.mp3],"""<img alt=""""Turning On the Lights: Conversions and Efficiencies - Resourcefulness"""" src=""""paste-1b53080945ce8f34a788111c4379e5c8cc0494a9.jpg"""">""",ནག་ཁུང་ཆགས་ན་གློག་སྤར་དགོས་རེད་།<br>ནག་ཁུང་ཆགས་ to get dark,,,
1684192971512,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,གློག་བསོད་པ་,,to switch off the light (lit. to kill the light)   (ཐ་དད་པ་),v,[sound:glog bsod pa.mp3][sound:190448709_180629_1001_26.mp3],[sound:glog bsod pa ex.mp3],"""<img alt=""""150+ Bedroom Light Switch Stock Photos, Pictures &amp; Royalty-Free Images -  iStock"""" src=""""paste-32fb2c594609f407a7acd5f51ceb4be2ca91eb0e.jpg"""">""",མི་ཅིག་གཉིད་ཁུག་བསྡད་ཡོད་ན་གློག་བསོད་དགོས་རེད།,,,
1684192971513,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ནང་སྤོ་པ་,,"to move house, to move",v,[sound:nagn spo pa.mp3][sound:190448710_180629_1000_14.mp3],[sound:nagn spo pa ex.mp3],"""<img alt=""""Moving house checklist: What to know before you go - Consumer NZ"""" src=""""paste-5be90d429412399a5a0397864e42352ccd3801da.jpg"""">""",ཁ་སང་ངའི་གྲོགས་མོའི་ནང་སྤོས་པ་རེད།,,,
1684192971514,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,དེང་རབས་ཅན་,དེང་དུས་,modern,n,[sound:deng rabs can.mp3][sound:190448711_180629_1000_08.mp3],[sound:deng rabs can ex.mp3],"""<img alt=""""The Jetsons is actually a bone-chilling dystopia - The Verge"""" src=""""paste-8dea363c57413f6502c7ecd2a6f818e5890780ab.jpg"""">""",དེང་དུས་ཀྱི་མི་དེ་སྤྱང་པོ་རེད།<br>Modern people are clever.,,,
1684192971515,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,གཙང་མ་,,"clean, neat",adj,[sound:gtsang ma.mp3][sound:190448712_180629_1000_04.mp3],[sound:gtsang ma ex.mp3],,གཙང་མ་བྱས་ན་ལུས་ལ་ན་ཚ་ཡོང་གི་མ་རེད།,,,
1684192971516,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,བཙོག་པ་,,"filthy, dirty, unclean",adj,[sound:btsog pa.mp3][sound:190448713_180629_1000_02.mp3],[sound:btsog pa ex.mp3],"""<img src=""""paste-c540c7744f79959f9215ba7d67ec239e11aaed32.jpg"""">""",ས་ཆ་འདི་བཙོག་པ་མ་བཟོ་རོགས་གནང་།,,,
1684192971517,1702725402,LRZTP LRZTP_13 LRZTP_Colloquial_Lesson_13 LRZTP_Module_2,ཁུ་སིམ་པོ་,,"quiet, peaceful, calm",adj,[sound:190448714_180629_0956_54.mp3],,,,,,
1684192971518,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,བོད་ཆས་,,"Tibetan dress, Tibetan clothing",n,[sound:bod chas.mp3][sound:190448591_180629_1002_14.mp3],[sound:bod chas ex.mp3],"""<img src=""""paste-186ee9bb436feb04c76991357ced04ea69672f00.jpg"""">""",,,,
1684192971519,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,དབྱིན་ཇིའི་དུག་སློག་,,Western clothing,n,[sound:dbyin ji'i dug slog.mp3][sound:190448592_180629_1002_19.mp3],[sound:dbyin ji'i dug slog ex.mp3],"""<img src=""""paste-694e1881545dcfcc30569fa6991795110907fc57.jpg"""">""",,,,
1684192971520,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,དུག་སློག་,གྱོན་ཆས་,"clothes, clothing",n,[sound:dug slog.mp3][sound:190448593_180629_1002_52.mp3],[sound:dug slog ex.mp3],"""<img src=""""paste-fe1a7d3ad2d91aa26c028478f78b5df87295d17a.jpg"""">""",,,,
1684192971521,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,གྲྭ་ཆས་,,"robes, monk&#x27;s dress",n,[sound:grwa chas.mp3][sound:190448594_180629_1003_01.mp3],[sound:grwa chas ex.mp3],"""<img src=""""paste-9e174a190f348d4ee01a2252295a2dd25b36d4d6.jpg"""">""",,,,
1684192971522,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,གཟན་,,upper dress of a monk&#x27;s robe,n,[sound:gzan.mp3][sound:190448595_180629_1003_11.mp3],[sound:gzan ex.mp3],"""<img src=""""paste-fa3dc69da5f71031945ac11eb47e5b05e7defe75.jpg"""">""",,,,
1684192971523,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,སྒྲིག་ཆས་,,uniform,n,[sound:sgrig chas.mp3][sound:190448596_180629_1003_52.mp3],,"""<img src=""""paste-07b3da68a70d009d45ffeb4e7d0d5f86bc17c3e5.jpg"""">""",[sound:sgrig chas ex.mp3],,,
1684192971524,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,གོས་ཐུང་,,"trousers, pants",n,[sound:gos thung.mp3][sound:190448597_180629_1004_01.mp3],[sound:gos thung ex.mp3],"""<img alt=""""It's Time to Bring Back Cargo Pants | WIRED"""" src=""""paste-c75595835a006d484b9f6a0fd5ce77967aecd539.jpg"""">""",,,,
1684192971525,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,སྟོད་ཐུང་,,"shirt, t-shirt, blouse, upper garment",n,[sound:stod thung.mp3][sound:190448598_180629_1011_39.mp3],[sound:stod thung ex.mp3],"""<img alt=""""Buy ROYALICA Women Shirts Striped Blouse Spring Long Sleeve Office Work  Wear Tops Clothes New (XS) at Amazon.in"""" src=""""paste-60c1bb93d99d4ff90e2d5639337fb61e546d8946.jpg"""">""",,,,
1684192971526,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,འོག་འཇུག་,,"blouse, underwear, shirt, undershirt",n,[sound:'og 'jug.mp3][sound:190448599_180629_1013_41.mp3],[sound:'og 'jug ex.mp3],"""<img src=""""paste-bc1eb2b40671702199112794f9247c09b51e86cd.jpg"""">""",,,,
1684192971527,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,སྨད་གཡོག་,,skirt,n,[sound:smad gyog.mp3][sound:190448600_180629_1011_44.mp3],[sound:smad gyog ex.mp3],"""<img src=""""paste-d60ca91bcc42b5ea0093471439a011b5e776ac28.jpg"""">""",,,,
1684192971528,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,རས་,,"cloth, fabric",n,[sound:ras.mp3][sound:ras2.mp3][sound:190448601_180629_1011_49.mp3],[sound:ras ex.mp3][sound:ras ex2.mp3],"""<img alt=""""Colorful Fabric Shop In Kampala, Uganda Stock Photo, Picture and Royalty  Free Image. Image 156973013."""" src=""""paste-1aedfcfe65dfcdcccd47014865b029ec2a7be3ef.jpg"""">""",,,,
1684192971529,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ལྷམ་གོག་,,"shoes, boots",n,[sound:lham gog.mp3][sound:190448602_180629_1011_52.mp3],[sound:lham gog ex.mp3],"""<img src=""""paste-fcce618d519dde59d7a9ff22b1439653b77db879.jpg"""">""",,,,
1684192971530,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཆུ་ལྷམ་,,rain boots,n,[sound:chu lham.mp3][sound:190448603_180629_1011_57.mp3],[sound:cho lham ex.mp3],"""<img alt=""""7 best rain boots for women in 2023"""" src=""""paste-2889386e985b2cd17bf23d177965607c1036ee19.jpg"""">""",,,,
1684192971531,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,བསིལ་ལྷམ་,,"slippers, sandals",n,[sound:བསིལ་ལྷམ།-8b0b7898aa6b396129d53974753d316fcde737b7.mp3][sound:190448604_180629_1013_45.mp3],[sound:bsil lham ex.mp3][sound:ཚ་བ་ཆེན་པོ་ཡོད་ན་བསིལ་ལྷ-7ce4a5b8dd25a331ab27aa673fbe6a1a9bb9d897.mp3],"""<img src=""""paste-d0dda065a248b7bec3ec6cdd8e065045c8730254.jpg"""">""",ཚ་བ་ཆེན་པོ་ཡོད་ན་བསིལ་ལྷམ་དེ་ཚོ་བེད་སྤྱོད་ཆེན་པོ་ཡོད་རེད།,,,
1684192971532,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,རྐང་སུག་,,"socks, stockings",n,[sound:rkang sug.mp3][sound:190448605_180629_1013_50.mp3],[sound:rkang sug ex.mp3],"""<img alt=""""16 Best Wool Socks to Keep Feet Warm 2021, According to Reviewers"""" src=""""paste-618e1d5490aa5ca0fd5ea67b110e6a5c79d03c93.jpg"""">""",,,,
1684192971533,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ལག་ཤུབས་,,gloves,n,[sound:lag zhubs.mp3][sound:190448606_180629_1013_54.mp3],[sound:lag shubs ex.mp3],"""<img alt=""""wool gloves"""" src=""""paste-890d4d591fc2d24936ef7a45813ce92dc048f555.jpg"""">""",,,,
1684192971534,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཞྭ་མོ་,,"hat, cap",n,[sound:zhwa mo.mp3][sound:190448607_180629_1013_56.mp3],[sound:zhwa mo ex.mp3],"""<img alt=""""Tibetan Men from the Everest Region - The Land of Snows"""" src=""""paste-d2f1ffef2eb907a3fdb6d7790a05cafede8dd772.jpg"""">""",,,,
1684192971535,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཁ་དཀྲི་,,scarf,n,[sound:kha dkri.mp3][sound:190448608_180629_1014_03.mp3],[sound:kha dkri ex.mp3],"""<img src=""""paste-f3879963854219d596fc9356df677edf8a96333e.jpg"""">""",ཁྱེད་རང་ཆམ་པ་བརྒྱབ་ན་ཁ་དཀྲི་གྱོན་དགོས་རེད།,,,
1684192971536,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,སྐེ་རགས་,,"belt, sash, scarf worn around the waist",n,[sound:ske rags.mp3][sound:190448609_180629_1014_09.mp3],[sound:ske rags ex.mp3],"""<img src=""""paste-7ea03999b537f349534ab98d7e200c5ed75c10c9.jpg"""">""",,,,
1684192971537,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཆར་སླེ་,"ཆར་ཁེབས་, ཆར་གོས་",raincoat&nbsp;,n,[sound:190448610_180629_1014_12.mp3],,"""<img src=""""paste-328cbcd502dc61c4e2181e2aef4ac4f7e64bbe82.jpg"""">""",,,,
1684192971538,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཉི་གདུགས་,,umbrella for the sun,n,[sound:nyi gdugs.mp3][sound:190448611_180629_1014_16.mp3],[sound:nyi gdugs ex.mp3],"""<img alt=""""Why Does Japan Love Parasols? | Web Japan"""" src=""""images-7150e6d995949e89221a615bafa7558ede4c5ad2.jpg"""">""",ཁ་སེ་ངའི་ཉི་གདུགས་བརླགས་སོང་།,,,
1684192971539,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཆར་གདུགས་,,umbrella for the rain,n,[sound:char gdugs.mp3][sound:190448612_180629_1014_23.mp3],[sound:char gdugs ex.mp3],"""<img alt=""""Rain Umbrella Pictures | Download Free Images on Unsplash"""" src=""""paste-2ead7dd1072ac5f75b4cf0a75f3d232c0fac90bd.jpg"""">""",,,,
1684192971540,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,རྒྱན་ཆ་,,"ornaments, jewellery",n,[sound:rgyan cha.mp3][sound:190448613_180629_1014_26.mp3],[sound:rgyan cha ex.mp3],"""<img src=""""paste-fa822c354e257a77c41bc36276564d8f83d791fc.jpg"""">""",,,,
1684192971541,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,མིག་ཤེལ་,,"glasses, sunglasses, goggles",n,[sound:mig shel.mp3][sound:190448614_180629_1014_31.mp3],[sound:mig shel ex.mp3],"""<img alt=""""Sunglasses For Men: Stevie Wonder and His Sunglasses Style- Spectacular by  Lenskart"""" src=""""paste-a6b5cee61e2bd368ea3e73606421bceb7e48d012.jpg"""">""",,,,
1684192971542,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,པང་གདན་,,Tibetan apron,n,[sound:pang gdan.mp3][sound:190448616_180629_1014_41.mp3],[sound:pang gdan ex.mp3],,པང་ཁེབས་ kitchen apron,,,
1684192971543,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཕུ་དུང་་,ཕུ་ཐུང་།,sleeves,n,[sound:phu thung.mp3][sound:190448617_180629_1014_47.mp3],[sound:phu thung ex.mp3],"""<img src=""""paste-6cadec88c0fd045c2e35f20b55ac877cae8e23c3.jpg"""">""",,,,
1684192971544,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཕྱུ་པ་ཕུ་མེད་,,sleeveless chupa,n,[sound:190448618_180629_1014_51.mp3],,,,,,
1684192971545,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,སྟོད་ཐུང་ཕུ་མེད་,,sleeveless shirt,n,[sound:190448619_180629_1014_55.mp3],,"""<img alt=""""Sleeveless contrast T-shirt - Massimo Dutti"""" src=""""paste-e8e159f03b4e348c7ea7aa5d6abaa988ca303954.jpg"""">""",,,,
1684192971546,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཕྱིང་པ་,,felt,n,[sound:phying pa.mp3][sound:190448621_180629_1015_08.mp3],[sound:phying pa ex.mp3],"""<img alt=""""What is Felt? Why Has It Been Popular For 5000+ years?"""" src=""""felt3-300x300.jpg"""">""",,,,
1684192971547,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,ཀོ་བ་,,leather,n,[sound:ko ba.mp3][sound:190448622_180629_1015_18.mp3],[sound:ko ba ex.mp3],"""<img src=""""paste-5f81079313586d7ae116c5f056f93474c7fa25ae.jpg"""">""",གཡག་གི་ཀོ་བ་མཐུག་པོ་ཤེ་དྲག་ཡོད་རེད།,,,
1684192971548,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,དར་གོས་,,silk,n,[sound:dar gos.mp3][sound:190448623_180629_1015_24.mp3],[sound:dar gos ex.mp3],"""<img src=""""paste-be1decef8e235b1fa8bdf2bf3a8d3cd0ddecdb92.jpg"""">""",,,,
1684192971549,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,འགྱིག་,,"rubber, synthetic (lit. plastic)",n,[sound:'gyig.mp3][sound:190448624_180629_1015_28.mp3],[sound:'gyig ex.mp3],"""<img alt=""""The world must unite in a war against plastic"""" src=""""paste-462108331b0f0453d3d7cc287a732bfd0af7e20b.jpg"""">""",,,,
1684192971550,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,སྤྲིན་བལ་,,cotton,n,[sound:sprin bal.mp3][sound:190448625_180629_1015_39.mp3],[sound:sprin bal ex.mp3],"""<img alt=""""What Is Cotton? A Complete Guide to the History, Characteristics, and Uses  of Cotton - 2023 - MasterClass"""" src=""""paste-226a68101ef1bdaa19e223b1cd10fabfe3e22542.jpg"""">""",,,,
1684192971551,1702725413,LRZTP LRZTP_14 LRZTP_Colloquial_Lesson_14 LRZTP_Module_2,གསེར་,,gold,n,[sound:gser.mp3][sound:གསེར།.mp3][sound:190448626_180629_1015_48.mp3][sound:188007448_180529_1052_27.mp3][sound:གསེར།སྦྱོར་ཀློག.mp3],[sound:gser ex.mp3][sound:གསེར་དཀོན་པོ་རེད།.mp3],"""<img alt=""""Gold and silver prices today: Yellow metal at risk on potential US Fed rate  hike - BusinessToday"""" src=""""paste-7eaab8341f2c039d885d605d77afa476cc956a97.jpg"""">""",གསེར་དཀོན་པོ་རེད།<br>Gold is rare.,,,
